txn_id,txn_datetime,customer_account,card_no,txn_amount,txn_currency,merchant_type,city,country_code,payment_channel,km_from_home,foreign_txn_flag,txn_count_past_hour,fraud_label,risk_index
197acfc1-b682-4dff-aa9e-b8b65c236194,5/31/2026 0:29,ACC14278,4237-XXXX-XXXX-5720,42.59,USD,Coffee Shop,Los Angeles,US,Mobile App,28.1,0,0,normal,0.175
45d8a810-a8bc-4318-9fde-98ac1113b955,7/11/2026 11:36,ACC13318,4942-XXXX-XXXX-3490,31.69,USD,Electronics,Dubai,AE,ATM,34.3,0,0,normal,0.041
ebb0b754-ceef-4174-bd56-f62fe055a40b,7/5/2026 10:09,ACC74303,4471-XXXX-XXXX-3756,23.02,USD,Healthcare,London,GB,Mobile App,6.8,0,1,normal,0.127
b02b3784-8945-4b97-b617-4b03788c59b2,6/22/2026 13:51,ACC23340,4721-XXXX-XXXX-2891,9.53,USD,Insurance,Singapore,SG,Online,13.9,0,0,normal,0.215
5fad6f32-f7b2-415c-a9e8-224ac321422b,7/9/2026 1:45,ACC41373,4658-XXXX-XXXX-4989,28.41,USD,Gas Station,Tokyo,JP,Online,14.9,0,0,normal,0.155
cf0f9fc9-8956-4ae4-bfbd-736b04648987,7/19/2026 6:06,ACC12440,4275-XXXX-XXXX-2663,20.36,USD,Grocery,Toronto,CA,Online,30.5,0,0,normal,0.04
892f8c53-2b1d-4e47-a2f0-8f2e16f234b9,6/26/2026 20:24,ACC76676,4772-XXXX-XXXX-3766,12.2,USD,Pharmacy,Chicago,US,POS,23.9,0,0,normal,0.224
7c082813-44e8-4cc7-9c0b-d4dec2fc66ec,6/21/2026 18:51,ACC29482,4796-XXXX-XXXX-3401,217.91,USD,Home Improvement,Delhi,IN,Mobile App,5.9,0,0,normal,0.201
7f493781-5a3e-4dbe-8c19-711ca552bb46,5/20/2026 19:59,ACC17994,4900-XXXX-XXXX-3222,10.89,USD,Home Improvement,Toronto,CA,Mobile App,8.5,0,0,normal,0.106
da112cc2-1eeb-46c7-87b7-27a39ae29fa0,6/5/2026 4:15,ACC11787,4801-XXXX-XXXX-9167,2106.88,USD,Retail,Lagos,NG,Online,10977.9,1,1,suspicious,0.867
38e6110e-ca2f-469f-911a-6e63f29bc5a2,7/27/2026 17:00,ACC27643,4751-XXXX-XXXX-4005,13.17,USD,Subscription,Bangalore,IN,POS,6.1,0,0,normal,0.152
e3a5fee5-ff8a-4025-bbea-50c5122f12d0,5/13/2026 10:17,ACC52488,4928-XXXX-XXXX-4922,29.63,USD,Pharmacy,Toronto,CA,Online,13.9,0,0,normal,0.208
afdfc947-3120-4756-9101-78de5971d937,6/13/2026 15:42,ACC71918,4102-XXXX-XXXX-3252,9.76,USD,Grocery,New York,US,POS,38.6,0,2,normal,0.048
36d5d88f-74ba-401b-a549-41c74f0dfb2c,8/1/2026 10:59,ACC14312,4183-XXXX-XXXX-6152,100.73,USD,Education,Sydney,AU,POS,38.5,0,0,normal,0.191
8f2ebc46-e80a-41a6-a1f5-4d958ab6ab9f,5/18/2026 7:15,ACC60783,4824-XXXX-XXXX-7677,230.83,USD,Subscription,Delhi,IN,ATM,27.9,0,0,normal,0.092
f3930502-020f-4f01-a85c-5accd61c7cf4,8/8/2026 10:21,ACC74138,4509-XXXX-XXXX-4781,22.65,USD,Insurance,London,GB,Online,1.2,0,1,normal,0.209
49576479-27af-4fac-bc2e-df7c7fd4546e,7/20/2026 13:24,ACC68205,4225-XXXX-XXXX-3229,9.38,USD,Retail,Dubai,AE,POS,11.3,0,0,normal,0.24
eb76fe5e-12ec-4430-ac03-736ae5525cb6,6/8/2026 21:30,ACC71216,4763-XXXX-XXXX-9123,61.74,USD,Utilities,London,GB,ATM,20.5,0,0,normal,0.056
1fa6c2f0-3df5-4275-a09b-87769b2a84d7,5/19/2026 22:20,ACC53517,4109-XXXX-XXXX-9994,115.72,USD,Electronics,Chicago,US,POS,27.5,0,1,normal,0.161
a9d548a5-f055-48cf-940e-7a3359797b76,8/5/2026 12:20,ACC79243,4910-XXXX-XXXX-1197,24.49,USD,Retail,Houston,US,Mobile App,37.4,0,0,normal,0.217
ecf5f84e-0f2a-4cff-9885-ab72c03b845c,7/27/2026 14:07,ACC68288,4660-XXXX-XXXX-3556,11.87,USD,Healthcare,Mumbai,IN,POS,37.1,0,0,normal,0.075
491e0e54-2409-478f-9be1-c5720a88e861,7/25/2026 10:41,ACC97235,4324-XXXX-XXXX-6633,5.18,USD,Gas Station,Chicago,US,Online,14.9,0,0,normal,0.049
a867cd16-2e15-4d4e-b44f-2f3ef1194ddb,8/3/2026 7:15,ACC29385,4420-XXXX-XXXX-4608,26.65,USD,Entertainment,Tokyo,JP,Online,14.3,0,0,normal,0.149
eda50532-741a-4271-8d9d-33c261436d96,7/31/2026 18:12,ACC56438,4433-XXXX-XXXX-7735,3.91,USD,Retail,Houston,US,ATM,34.6,0,0,normal,0.167
26b889be-c998-4c79-bbff-3f976c64f2c1,5/29/2026 9:38,ACC57077,4870-XXXX-XXXX-3083,8.88,USD,Gas Station,Mumbai,IN,POS,9.7,0,1,normal,0.02
44ec81af-9d57-4947-8fce-4ee3ddf75fa7,6/27/2026 17:27,ACC19869,4144-XXXX-XXXX-4696,59.35,USD,Utilities,Singapore,SG,ATM,38.7,0,1,normal,0.098
ea9e8b98-90ea-483f-adb7-89ef2a75c957,6/20/2026 8:36,ACC89493,4229-XXXX-XXXX-5648,34.52,USD,Insurance,Sydney,AU,POS,15.7,0,0,normal,0.049
8d656587-b1cb-4d88-93b2-99ed332b27da,8/7/2026 15:23,ACC28941,4720-XXXX-XXXX-2267,21.93,USD,Healthcare,London,GB,ATM,6.7,0,0,normal,0.062
354448f1-68fb-43d4-b6cd-51ebd55f0f1a,5/12/2026 14:42,ACC64053,4140-XXXX-XXXX-4791,73.85,USD,Healthcare,Dubai,AE,POS,28.3,0,0,normal,0.131
cb181963-5dbb-4e88-8bea-d9e93f916d4a,7/6/2026 12:18,ACC60070,4263-XXXX-XXXX-2491,5.17,USD,Subscription,New York,US,POS,39.2,0,0,normal,0.078
9d4624b3-6b30-4b01-87d6-694cd48ca196,7/12/2026 9:46,ACC35330,4231-XXXX-XXXX-1528,24.16,USD,Subscription,Berlin,DE,ATM,30.6,0,0,normal,0.075
4434f729-495e-4174-b2d2-2ca042a0920e,8/7/2026 10:13,ACC86931,4593-XXXX-XXXX-9022,15.21,USD,Grocery,Singapore,SG,Online,17.9,0,0,normal,0.09
6fa39183-aa89-48a0-85c5-0b70b7d8db84,6/25/2026 14:00,ACC80463,4134-XXXX-XXXX-7200,82.29,USD,Coffee Shop,Singapore,SG,POS,3.9,0,0,normal,0.248
79db463e-deb0-4b73-844f-105ad3a96723,6/14/2026 7:10,ACC45418,4092-XXXX-XXXX-3649,65.67,USD,Healthcare,Paris,FR,POS,17.8,0,0,normal,0.154
5665cab8-37b8-4a24-bd75-1c03ba316ffb,5/10/2026 19:02,ACC50205,4214-XXXX-XXXX-4663,41.92,USD,Restaurant,Sydney,AU,POS,7.7,0,0,normal,0.097
5f60a5ac-2cca-49b4-8c19-1f5c0c1996fd,8/5/2026 15:42,ACC31344,4147-XXXX-XXXX-9286,45.31,USD,Coffee Shop,Mumbai,IN,Online,19.4,0,0,normal,0.242
542c1da8-e1c1-4ccc-8fc9-8daedd8592d3,6/1/2026 11:07,ACC65898,4109-XXXX-XXXX-4908,39.93,USD,Healthcare,New York,US,POS,32.2,0,0,normal,0.056
19a9cebd-7940-4d58-9b0d-1eeed9a625ec,5/18/2026 20:58,ACC28767,4648-XXXX-XXXX-8590,3.91,USD,Restaurant,Chicago,US,ATM,6.3,0,1,normal,0.139
7a4b646a-f5e9-46d7-a134-fd97d41e80c6,6/3/2026 18:11,ACC71706,4131-XXXX-XXXX-5237,27.86,USD,Education,Tokyo,JP,Online,37.9,0,1,normal,0.167
a3682167-c98e-4058-bde1-5c1a01036f9f,6/29/2026 14:10,ACC37235,4640-XXXX-XXXX-4457,47.05,USD,Grocery,Bangalore,IN,Mobile App,26.4,0,0,normal,0.052
69be3142-b0c1-433e-8a7d-4616a3e01efb,5/30/2026 3:16,ACC45182,4129-XXXX-XXXX-7352,36.01,USD,Healthcare,Dubai,AE,Mobile App,30.9,0,1,normal,0.059
a41545f8-8788-4541-bda9-77e7186c91fa,7/15/2026 15:02,ACC88215,4292-XXXX-XXXX-5071,85.62,USD,Gas Station,London,GB,POS,24.7,0,1,normal,0.215
928034c5-fd9a-42ed-89c0-4840cd733636,7/23/2026 12:53,ACC87621,4439-XXXX-XXXX-7370,30.55,USD,Home Improvement,Berlin,DE,POS,28.2,0,0,normal,0.191
3b05088e-71fc-4c32-828d-7468a69431c0,6/14/2026 18:46,ACC50838,4163-XXXX-XXXX-4641,31.89,USD,Utilities,London,GB,Mobile App,39.8,0,0,normal,0.081
d52e8b76-d841-4024-b565-b37f5db4cddd,6/28/2026 15:23,ACC61788,4841-XXXX-XXXX-1504,50.82,USD,Pharmacy,Berlin,DE,ATM,6.3,0,0,normal,0.189
e2107329-56d1-43c8-8a8e-d5a8d7e7440b,6/21/2026 16:13,ACC30131,4055-XXXX-XXXX-6911,49.01,USD,Pharmacy,Dubai,AE,POS,17.1,0,0,normal,0.169
79202764-8829-434e-9954-371584932015,6/27/2026 18:10,ACC94277,4421-XXXX-XXXX-1995,12.45,USD,Pharmacy,Dubai,AE,Online,1.8,0,0,normal,0.186
d6a01213-372c-4c4f-90e2-a9c40194dd40,7/20/2026 7:22,ACC90683,4481-XXXX-XXXX-3533,28.97,USD,Grocery,Los Angeles,US,Online,35.8,0,0,normal,0.221
fc69cfae-b05e-4bb7-aff6-068cf33ca621,5/13/2026 12:56,ACC57798,4713-XXXX-XXXX-3327,6.07,USD,Home Improvement,Delhi,IN,POS,12.9,0,1,normal,0.211
2c190f1b-85c6-45b5-9aaa-fee99412c868,5/1/2026 5:28,ACC93660,4537-XXXX-XXXX-8871,88.03,USD,Subscription,Tokyo,JP,Online,33.3,0,0,normal,0.196
f4690d77-9730-49c5-99cd-2b41c3d9d121,5/9/2026 11:15,ACC88484,4349-XXXX-XXXX-9850,107.91,USD,Education,Dubai,AE,Online,34,0,0,normal,0.245
e291bdc9-c73e-44f1-8161-faa513a904a1,6/14/2026 14:47,ACC93447,4438-XXXX-XXXX-7599,71.66,USD,Coffee Shop,Delhi,IN,POS,18.1,0,1,normal,0.107
1ac77823-c39c-44b9-aab0-949f2f4528b1,6/1/2026 20:24,ACC56803,4346-XXXX-XXXX-2329,9.16,USD,Retail,Toronto,CA,ATM,13.7,0,0,normal,0.106
ef81e3b1-316d-4064-9726-167a5d26cbd1,6/30/2026 7:45,ACC89500,4464-XXXX-XXXX-5665,22.54,USD,Pharmacy,London,GB,Online,23.5,0,0,normal,0.014
7ff81bd9-617c-421c-8237-6dcebd7523b2,6/20/2026 14:59,ACC10006,4668-XXXX-XXXX-6549,5231.32,USD,Gift Cards,Los Angeles,US,Mobile App,14.3,0,1,suspicious,0.676
35acd8b3-5cfd-4680-b606-8eee1f3184c7,8/7/2026 15:07,ACC81426,4429-XXXX-XXXX-4611,6.5,USD,Electronics,Houston,US,ATM,23.6,0,1,normal,0.012
3d63ff2f-5f62-404b-97f4-150e5e4842f2,5/6/2026 15:20,ACC20552,4613-XXXX-XXXX-7697,34.5,USD,Gas Station,Houston,US,POS,13,0,0,normal,0.147
3c28ae80-dcbd-467c-8ffb-2f405225ef22,6/22/2026 13:35,ACC45160,4739-XXXX-XXXX-6496,20.62,USD,Insurance,Paris,FR,Online,14.4,0,0,normal,0.099
c47fe5ec-0b85-4761-acb9-784c59ed4fa9,6/20/2026 18:57,ACC26147,4442-XXXX-XXXX-3396,18.64,USD,Entertainment,Tokyo,JP,POS,7.4,0,1,normal,0.168
5b703685-a5f6-425a-a131-3f73c1a1ec1b,8/6/2026 13:04,ACC65782,4600-XXXX-XXXX-9645,72.67,USD,Pharmacy,London,GB,Online,35.4,0,1,normal,0.154
d22977fa-fd38-4a70-a8a6-4338d4f862e6,5/26/2026 19:25,ACC85526,4384-XXXX-XXXX-1045,6.62,USD,Gas Station,Bangalore,IN,Mobile App,9.3,0,0,normal,0.19
f8d33c08-19df-4557-9d9a-e94591426ffa,8/3/2026 10:39,ACC24617,4737-XXXX-XXXX-8252,60.86,USD,Grocery,Sydney,AU,Online,23.6,0,0,normal,0.191
9415bf46-7f66-453b-92c1-a9c9e94782b9,6/27/2026 9:21,ACC63895,4811-XXXX-XXXX-5584,8.76,USD,Healthcare,Chicago,US,Mobile App,20.5,0,2,normal,0.137
f323e8e9-f35d-4bb7-ac11-982d577a7864,5/15/2026 21:40,ACC34791,4913-XXXX-XXXX-6648,29.39,USD,Education,Bangalore,IN,ATM,24.4,0,0,normal,0.224
5f176262-ff89-4e95-9af3-925a20a742ef,6/28/2026 14:36,ACC17691,4268-XXXX-XXXX-7923,128.99,USD,Gas Station,Tokyo,JP,POS,21.8,0,0,normal,0.184
f1193019-315f-4b10-829e-57104de1e5e5,6/4/2026 16:00,ACC30648,4216-XXXX-XXXX-2199,21.45,USD,Education,Toronto,CA,Online,16.6,0,0,normal,0.178
33b95136-1f87-43b8-ba90-246fc53f1c1e,5/14/2026 15:48,ACC15284,4194-XXXX-XXXX-5886,23.79,USD,Electronics,Tokyo,JP,Online,32.4,0,1,normal,0.085
e1547fe9-e441-427c-adbc-5ea06a9de1c4,7/30/2026 19:38,ACC38000,4877-XXXX-XXXX-3649,997.28,USD,Utilities,Chicago,US,ATM,32.4,0,3,suspicious,0.823
c553f661-6322-4bd1-9356-a5c4a7cdcc7a,7/17/2026 9:30,ACC77610,4601-XXXX-XXXX-8679,51,USD,Home Improvement,Chicago,US,ATM,13.6,0,0,normal,0.213
e0c35a3a-67c4-4ddc-b729-418e02ff7f9c,5/30/2026 8:14,ACC87144,4391-XXXX-XXXX-7449,29.72,USD,Insurance,Dubai,AE,Online,30.7,0,1,normal,0.02
907ede62-ce1f-4fa1-8d9e-049a4a6c34ef,6/26/2026 20:06,ACC43228,4367-XXXX-XXXX-6636,6.42,USD,Insurance,Los Angeles,US,Mobile App,38.9,0,0,normal,0.117
16e4d537-d1ba-4410-bc5b-a02d3eb9e3fb,7/1/2026 18:58,ACC96748,4212-XXXX-XXXX-3341,100.08,USD,Grocery,Sydney,AU,ATM,31,0,0,normal,0.062
cededf2c-f3f1-475a-9ffd-43805387428f,7/12/2026 14:02,ACC24169,4493-XXXX-XXXX-2045,31.19,USD,Travel,Tokyo,JP,Mobile App,39.5,0,0,normal,0.217
5c49ba61-4d7c-48eb-aaac-d06467e4c7af,5/6/2026 22:51,ACC28012,4953-XXXX-XXXX-9600,14.34,USD,Utilities,New York,US,POS,14.5,0,0,normal,0.073
9d206ca8-f392-40c5-ae0b-3fef98aea695,5/26/2026 10:41,ACC92927,4619-XXXX-XXXX-7047,4.54,USD,Insurance,Dubai,AE,Mobile App,3.3,0,1,normal,0.142
1d5f38cb-9deb-41c3-8e5e-b739a85808ba,8/5/2026 19:29,ACC66372,4289-XXXX-XXXX-5312,14.46,USD,Healthcare,Chicago,US,Mobile App,20.7,0,0,normal,0.05
4eb257ff-13ba-4f2c-b4ae-ea12368c17b4,5/17/2026 11:03,ACC34811,4558-XXXX-XXXX-5100,16.94,USD,Restaurant,Singapore,SG,POS,36.4,0,0,normal,0.243
f02ab888-9493-42a4-ae03-c74a88c9f3b6,7/14/2026 11:39,ACC90725,4684-XXXX-XXXX-8756,97.57,USD,Insurance,Toronto,CA,Online,6.7,0,1,normal,0.247
05ab7021-9fde-45aa-aa8e-41e4ab7f5293,8/5/2026 7:42,ACC43181,4962-XXXX-XXXX-7105,357.6,USD,Coffee Shop,New York,US,Online,31.6,0,9,suspicious,0.724
d5443696-6afb-4704-b76c-5e1b1109665d,7/30/2026 13:04,ACC31603,4055-XXXX-XXXX-7086,87.2,USD,Entertainment,Los Angeles,US,ATM,7.8,0,0,normal,0.029
9dfbd2e4-a334-404d-8704-5c27259091bf,8/3/2026 10:03,ACC42537,4238-XXXX-XXXX-3854,23.24,USD,Grocery,Houston,US,Mobile App,17.5,0,0,normal,0.175
7c884dcd-2e08-4080-9dbe-2972b0b91e09,7/27/2026 19:47,ACC86100,4541-XXXX-XXXX-5902,8.04,USD,Coffee Shop,Dubai,AE,Mobile App,37,0,1,normal,0.2
51326843-74ba-4bf3-b6b3-b318237a7ff3,7/24/2026 16:30,ACC84136,4384-XXXX-XXXX-9502,23.39,USD,Restaurant,Houston,US,ATM,1.7,0,0,normal,0.211
b53faf3c-8d93-4811-b269-951b528285c5,8/2/2026 9:34,ACC63067,4296-XXXX-XXXX-5244,6.66,USD,Entertainment,Chicago,US,POS,7.4,0,0,normal,0.042
4b895909-a874-4da3-a647-a6c637bb0202,7/27/2026 10:58,ACC57938,4254-XXXX-XXXX-2916,52.68,USD,Home Improvement,Tokyo,JP,ATM,1.9,0,0,normal,0.123
84066441-c49b-48f6-8784-a4f9a036536c,7/5/2026 13:40,ACC80566,4475-XXXX-XXXX-3221,993.64,USD,Pharmacy,New York,US,ATM,14.5,0,2,suspicious,0.864
40e3addf-c69d-4cc7-b913-779d17d001ee,5/4/2026 7:58,ACC36975,4869-XXXX-XXXX-9508,5.96,USD,Healthcare,Chicago,US,Online,5.1,0,1,normal,0.077
f5aa1d4f-94b8-4700-ab00-d6c8b12f9f55,7/27/2026 19:36,ACC98000,4133-XXXX-XXXX-3247,8.24,USD,Home Improvement,Paris,FR,Mobile App,0.8,0,1,normal,0.189
acc0bbd8-daf8-4aa0-8594-7e74be16c45b,7/31/2026 12:23,ACC71763,4644-XXXX-XXXX-1558,73.22,USD,Restaurant,New York,US,Mobile App,3.6,0,0,normal,0.241
aa10d784-268e-4a36-afa7-98dd829fe055,7/1/2026 16:24,ACC80507,4484-XXXX-XXXX-4948,10.29,USD,Subscription,Bangalore,IN,Online,12,0,1,normal,0.203
4adcb5e3-ed73-4899-92a4-26b35c65512d,5/12/2026 7:58,ACC24314,4835-XXXX-XXXX-2411,9.71,USD,Travel,Paris,FR,Mobile App,7.4,0,0,normal,0.221
93d286ed-e16e-49fa-8f0b-5d5926d98805,5/24/2026 12:26,ACC26661,4530-XXXX-XXXX-1584,29.03,USD,Education,Los Angeles,US,ATM,19.2,0,0,normal,0.019
ca102d3e-4a8d-4959-95ab-2e0e37a4dc11,7/2/2026 21:02,ACC84994,4313-XXXX-XXXX-1341,24.11,USD,Education,Toronto,CA,Mobile App,7.5,0,1,normal,0.01
0bb7d571-d38e-4466-b6db-bb5a50780d28,5/5/2026 20:27,ACC46350,4700-XXXX-XXXX-4590,88.51,USD,Healthcare,New York,US,Online,17.4,0,1,normal,0.184
6e98cfaf-672d-4df0-bfb4-c86646953a3a,7/24/2026 14:08,ACC73131,4552-XXXX-XXXX-4721,43.5,USD,Entertainment,Dubai,AE,POS,17.7,0,0,normal,0.072
b0e9bcbc-ee8e-43ac-8225-6c5aa8b83672,5/31/2026 1:07,ACC42697,4085-XXXX-XXXX-6445,1072.79,USD,Gift Cards,Dubai,AE,Online,11.8,0,1,suspicious,0.95
5145a143-32ed-48c3-b060-25ffa9916e47,5/19/2026 16:15,ACC22362,4971-XXXX-XXXX-1065,37.76,USD,Pharmacy,Bangalore,IN,POS,35.7,0,0,normal,0.204
0a6abd9f-9eb4-4b19-9754-1d2b365cfa19,5/1/2026 12:29,ACC81636,4962-XXXX-XXXX-7828,46.65,USD,Restaurant,Bangalore,IN,POS,20.1,0,2,normal,0.201
d0943e6e-069d-4262-981e-5f5d8fdbda80,7/14/2026 7:21,ACC39958,4027-XXXX-XXXX-1073,30.33,USD,Education,Mumbai,IN,Online,26.4,0,1,normal,0.227
d7d7a918-06dc-4461-887f-c318ebde9cce,5/7/2026 22:32,ACC46170,4941-XXXX-XXXX-9376,7.02,USD,Travel,Paris,FR,Online,3.8,0,0,normal,0.047
1ffd7205-3002-4857-a771-b9aed8264771,7/4/2026 11:22,ACC25799,4890-XXXX-XXXX-4714,5.73,USD,Healthcare,New York,US,POS,25.4,0,0,normal,0.023
be8a5a22-09c9-42da-a242-98ac93ff7431,7/31/2026 10:05,ACC44664,4744-XXXX-XXXX-6992,62.92,USD,Grocery,Berlin,DE,ATM,14.6,0,0,normal,0.147
d1d1fc8b-a370-4de3-9a79-7aa06709aa03,7/20/2026 19:06,ACC38939,4631-XXXX-XXXX-5140,25.11,USD,Healthcare,Houston,US,Online,4.6,0,0,normal,0.146
542cc215-779a-4550-8c6d-77503bea97f2,6/2/2026 12:53,ACC94685,4462-XXXX-XXXX-2481,78.41,USD,Travel,London,GB,POS,7.2,0,0,normal,0.225
d475972b-6959-4601-8782-85d8cfd87b9b,6/23/2026 13:55,ACC72978,4579-XXXX-XXXX-8144,31.16,USD,Restaurant,Singapore,SG,Mobile App,25.1,0,0,normal,0.177
21ad385f-2810-445a-affc-0b008172fffd,8/2/2026 20:37,ACC85832,4177-XXXX-XXXX-3103,54.07,USD,Insurance,Tokyo,JP,POS,15.5,0,0,normal,0.222
8bb1680c-89c1-4c67-ba2e-f9fd52da5321,6/14/2026 11:15,ACC77463,4070-XXXX-XXXX-7493,135.82,USD,Retail,Sydney,AU,ATM,19,0,0,normal,0.227
8178ec61-51bd-4f3d-9523-818db22e2af6,5/18/2026 7:20,ACC22103,4393-XXXX-XXXX-3494,57.58,USD,Restaurant,Singapore,SG,Online,5.6,0,0,normal,0.234
bf51b030-ed9a-44bc-86c7-874f9c03d336,6/7/2026 0:23,ACC46941,4964-XXXX-XXXX-7987,54.03,USD,Healthcare,Toronto,CA,ATM,20.8,0,1,normal,0.081
c96b7109-6486-489a-b7bc-93afa95cc41c,8/4/2026 14:39,ACC41491,4029-XXXX-XXXX-3091,32.62,USD,Grocery,Delhi,IN,POS,34.1,0,0,normal,0.082
4b50711f-1cc4-4d03-8669-5ef265bd4f05,7/26/2026 18:32,ACC70423,4051-XXXX-XXXX-3752,18.7,USD,Restaurant,Houston,US,ATM,32.9,0,0,normal,0.017
76fd91d4-a2ea-4719-8b16-3473d22a80ad,6/9/2026 19:28,ACC45755,4576-XXXX-XXXX-4479,194.05,USD,Gas Station,Los Angeles,US,POS,21,0,0,normal,0.11
f405d856-a27c-4a58-9af8-83101e83b47e,5/4/2026 12:43,ACC91048,4064-XXXX-XXXX-1745,28.5,USD,Restaurant,Delhi,IN,POS,14.3,0,0,normal,0.08
7380add0-3781-4724-bcf3-8be555723b58,7/9/2026 21:09,ACC84536,4061-XXXX-XXXX-5597,18.88,USD,Retail,Berlin,DE,Online,4.4,0,0,normal,0.11
5e5dc3ca-1584-4495-9763-cde6ab6c154d,6/18/2026 10:34,ACC21401,4449-XXXX-XXXX-2923,21.78,USD,Grocery,Singapore,SG,Online,8.4,0,1,normal,0.175
8b2dee6a-a871-4b70-8d04-958bd4333f0d,6/13/2026 21:50,ACC91033,4097-XXXX-XXXX-8091,81.29,USD,Entertainment,Paris,FR,Online,19.3,0,0,normal,0.164
af758567-d93c-4f76-b6de-f2eda8867e63,6/22/2026 21:26,ACC10255,4665-XXXX-XXXX-1722,11.68,USD,Retail,Berlin,DE,ATM,22.4,0,1,normal,0.2
10abcc3a-0e6d-4ab7-a145-2f3cc2903955,5/15/2026 12:19,ACC11934,4992-XXXX-XXXX-2528,40.91,USD,Healthcare,Tokyo,JP,Online,6.7,0,0,normal,0.061
ab2972ef-913c-488b-b641-6bcc7790ae00,6/8/2026 8:22,ACC52054,4885-XXXX-XXXX-1460,23.62,USD,Restaurant,Houston,US,Mobile App,38.8,0,0,normal,0.1
6a31bf18-b590-4ff4-9efc-3cc1d3bc3631,6/14/2026 12:30,ACC89370,4266-XXXX-XXXX-5700,54.85,USD,Subscription,London,GB,Mobile App,12.6,0,0,normal,0.111
8eb7d6bf-7382-4ba2-9324-1bcc729a175c,5/29/2026 20:44,ACC63230,4310-XXXX-XXXX-4428,61.35,USD,Home Improvement,London,GB,POS,38.1,0,0,normal,0.014
58e432c5-6a77-4f0d-b8b0-469b724cf426,6/7/2026 19:18,ACC65182,4492-XXXX-XXXX-8284,32.63,USD,Gas Station,Singapore,SG,Online,9.7,0,1,normal,0.025
3ccca523-7391-414b-a11e-d0fbbc9de208,5/23/2026 16:27,ACC73113,4691-XXXX-XXXX-8844,136.65,USD,Subscription,Tokyo,JP,ATM,8.4,0,0,normal,0.21
8844e968-90bb-4758-9b10-d4ef1a56eae2,6/7/2026 17:31,ACC28405,4578-XXXX-XXXX-6169,36.12,USD,Home Improvement,Tokyo,JP,ATM,9,0,0,normal,0.222
94f17ae8-be05-4b02-b3dc-6d1f9aac494e,6/28/2026 11:57,ACC51333,4460-XXXX-XXXX-6046,16.49,USD,Pharmacy,Tokyo,JP,ATM,22.5,0,1,normal,0.011
a4ff2833-23f6-406d-be52-043ce676caa0,6/23/2026 9:44,ACC58062,4396-XXXX-XXXX-6028,17.76,USD,Education,Chicago,US,Online,8.5,0,0,normal,0.236
47df5441-47d3-426c-b227-94fbcda5487c,5/23/2026 19:53,ACC67216,4940-XXXX-XXXX-1949,19.04,USD,Education,London,GB,Online,9.3,0,0,normal,0.065
